epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5422534942626953,1.0846686363220215,0.001,0.673059344291687,0.8660058975219727
1,0.6734480857849121,0.8303463459014893,0.001,0.7196347117424011,0.739652156829834
2,0.721439778804779,0.7335091233253479,0.001,0.7488584518432617,0.6810998916625977
3,0.751173734664917,0.6714559197425842,0.001,0.7652968168258667,0.6432095170021057
4,0.7696922421455383,0.6280016303062439,0.001,0.7735159993171692,0.6135475039482117
5,0.7796035408973694,0.6031952500343323,0.001,0.7799086570739746,0.6038548350334167
6,0.7981220483779907,0.5662392973899841,0.001,0.7817351818084717,0.5850161910057068
7,0.798904538154602,0.5530089139938354,0.001,0.792694091796875,0.5729897618293762
8,0.8009911179542542,0.5429455637931824,0.001,0.8009132146835327,0.5522949695587158
9,0.8064684271812439,0.5256984233856201,0.001,0.800000011920929,0.5502487421035767
10,0.8174230456352234,0.5048023462295532,0.001,0.811872124671936,0.536465585231781
11,0.8135107159614563,0.5019793510437012,0.001,0.800000011920929,0.5356715321540833
12,0.8187271952629089,0.4934822618961334,0.001,0.8173515796661377,0.5246706604957581
13,0.8179447054862976,0.4954849183559418,0.001,0.8200913071632385,0.5174672603607178
14,0.8275951743125916,0.48023200035095215,0.001,0.8301370143890381,0.5133056640625
15,0.8242045044898987,0.4759509563446045,0.001,0.8191781044006348,0.510096549987793
16,0.8307250738143921,0.477823406457901,0.001,0.828310489654541,0.5032740235328674
17,0.8390714526176453,0.4502235949039459,0.00020000001,0.8292237520217896,0.5001704096794128
18,0.8351591229438782,0.45042380690574646,0.00020000001,0.8292237520217896,0.49911564588546753
19,0.8403756022453308,0.44683757424354553,4.0000003e-05,0.8337899446487427,0.49860337376594543
